index,start,end,text
730,3673.38,3675.94,"мы вас берем обновляем, вывокатываем вам текст,"
731,3675.94,3678.86,потому какие функции вам сейчас добавились.
732,3679.54,3681.78,"Типа, в таком формате мы работаем."
733,3682.38,3686.22,"Структурировать это, чтобы обновлялось,"
734,3686.22,3690.34,"ну, мы стараемся все-таки более быстро какие-то функции медрять,"
735,3690.34,3694.06,"если это все прям будем расписывать, вытащивать и так дальше,"
736,3694.46,3696.18,скорость вот эта вся потеряется.
737,3699.46,3700.58,"Да, принято хорошо."
738,3700.58,3703.34,"Ну, в принципе, это интересная вопрос, какого размеров у вас команда."
739,3703.66,3705.54,"Вот так просто, вроде интереса есть."
740,3705.54,3710.3,"Давайте посчитаем три ковнера,"
741,3712.54,3713.94,"четыре программиста,"
742,3715.7,3716.38,"суппорт,"
743,3717.38,3718.14,"вот,"
744,3718.82,3720.14,"суппорт-интерраторы там,"
745,3722.14,3723.74,"нет, три программиста,"
746,3723.74,3725.78,"суппорт, который иногда еще и кодит,"
747,3725.78,3727.34,"и еще у нас,"
748,3727.34,3729.5,"вернее, интерратор, который еще и кодит,"
749,3729.5,3731.54,и суппорт получается
750,3733.54,3734.62,"три, три,"
751,3736.9,3739.18,"Господи, как же я давно не считал в уме."
752,3740.78,3741.74,"Ну, вот он и кодит."
753,3741.74,3742.98,"Так, короче,"
754,3742.98,3744.14,"хорошо, спасибо."
755,3744.14,3745.9,"Хорошо, хорошо, спасибо большое."
756,3746.86,3747.58,"Да, ну,"
757,3747.58,3749.06,"да, у меня вопрос."
758,3749.06,3750.66,А сколько времени
759,3750.66,3752.42,принимает реализация
760,3752.42,3753.7,какой-то фичи?
761,3754.62,3755.5,"Поразно,"
762,3755.5,3757.18,зависим от
763,3758.02,3759.06,"фичка, ну,"
764,3759.06,3760.18,"в зависимости от сложности,"
765,3760.18,3761.7,"в зависимости от загруженности,"
766,3761.7,3762.62,очень сложно сказать.
767,3762.62,3764.3,"Ну, типа, в течение месяца"
768,3764.3,3765.1,"что-то добавить,"
769,3765.1,3766.34,"это не прям большая проблема,"
770,3766.34,3767.34,"если сильно нужно,"
771,3767.86,3769.98,"если прям не сильно оно нужно,"
772,3770.42,3771.38,"вот, то мы скажем,"
773,3771.38,3772.9,"что это прям не сильно нужно,"
774,3772.9,3774.66,"мы сделаем там попозже,"
775,3774.74,3775.86,"и это уже может там,"
776,3775.86,3776.78,"там, через месяц,"
777,3776.78,3778.06,будет там или через два.
778,3778.66,3780.34,"Вот, если прям не сильно"
779,3780.34,3781.78,"в этом видим какой-то приоритет,"
780,3781.78,3783.14,"потому что, ну, иногда просят,"
781,3784.14,3784.74,"ну,"
782,3785.54,3787.06,что-то там поменять
783,3787.7,3788.74,"какую-то иконку,"
784,3788.74,3789.62,"или что-то еще,"
785,3789.62,3791.3,"потому что не красиво смотрится,"
786,3791.3,3792.38,"ну, мы"
787,3792.9,3794.5,"не за красотой сюда пришли,"
788,3794.5,3795.58,мы все-таки стараемся
789,3795.58,3797.22,"сделать функциональный продукт,"
790,3797.9,3798.9,"вот, то,"
791,3798.9,3800.98,"ну, такие фишки там много будут."
792,3802.02,3802.54,Вот.
793,3805.1,3805.66,Вот.
794,3805.66,3806.94,Еще какие-то вопросы есть?
795,3811.94,3812.94,"Да, у меня"
796,3813.66,3815.46,"нет, не осталось вопросов."
797,3815.46,3817.14,"Ага, спасибо большое,"
798,3817.14,3818.14,"очень познавательно,"
799,3818.14,3819.26,интересно было послушать.
800,3820.26,3822.26,"Да, не за что я вам спасибо."
801,3822.26,3823.46,"По прайсам,"
802,3823.46,3824.46,700 долларов в месяц.
803,3825.98,3826.98,"Это вот,"
804,3826.98,3827.98,"это вот,"
805,3827.98,3828.98,"это вот,"
806,3828.98,3829.98,"это вот,"
807,3829.98,3830.98,"это вот,"
808,3830.98,3831.98,"это вот,"
809,3831.98,3832.98,"это вот,"
810,3832.98,3833.98,"это вот,"
811,3833.98,3834.98,"это вот,"
812,3834.98,3835.98,"один тариф,"
813,3835.98,3836.98,"фиксированный и сюда,"
814,3836.98,3838.98,"сюда входит и поддержка,"
815,3838.98,3839.98,"и,"
816,3839.98,3840.98,"ну, сама сиренка получается."
817,3840.98,3841.98,Да.
818,3842.98,3843.98,Угу.
819,3843.98,3844.98,"Все,"
820,3844.98,3845.98,супер.
821,3846.98,3847.98,"У нас время до,"
822,3847.98,3848.98,"получается,"
823,3848.98,3849.98,понедельника
824,3849.98,3850.98,следующего.
825,3850.98,3852.98,Еще у нас запланированы
826,3852.98,3854.98,"созвоны, поэтому мы будем"
827,3855.98,3856.98,"держать вас в курсе,"
828,3856.98,3857.98,"тогда,"
829,3857.98,3858.98,"как уже по результатам,"
830,3859.98,3860.98,будем принимать решение.
831,3860.98,3861.98,Хорошо.
832,3861.98,3862.98,Будем ждать.
833,3863.98,3864.98,Спасибо большое
834,3864.98,3865.98,"для презентацию,"
835,3865.98,3866.98,"да, очень познавательно,"
836,3866.98,3867.98,полезно.
837,3867.98,3868.98,Угу.
838,3868.98,3869.98,И вам спасибо.
839,3869.98,3870.98,"Все,"
840,3870.98,3871.98,у хорошего дня.
841,3871.98,3872.98,"Ух, хорошо."
842,3872.98,3873.98,До свидания.
843,3873.98,3874.98,До свидания.
844,3874.98,3875.98,До свидания.
